"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"GA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","294","","07/01/2014","06/30/2015"
"HI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","300","","07/01/2014","06/30/2015"
"IA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","232","","07/01/2014","06/30/2015"
"ID","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","244","","07/01/2014","06/30/2015"
"IL","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","265","","07/01/2014","06/30/2015"
"IN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","244","","07/01/2014","06/30/2015"
"KS","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","224","","07/01/2014","06/30/2015"
"KY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","277","","07/01/2014","06/30/2015"
"LA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","265","","07/01/2014","06/30/2015"
"MA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","326","","07/01/2014","06/30/2015"
"MD","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","373","","07/01/2014","06/30/2015"
"ME","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","322","","07/01/2014","06/30/2015"
"MI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","297","","07/01/2014","06/30/2015"
"MN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","234","","07/01/2014","06/30/2015"
"MO","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","252","","07/01/2014","06/30/2015"
"MS","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","229","","07/01/2014","06/30/2015"
"MT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","250","","07/01/2014","06/30/2015"
"NC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","285","","07/01/2014","06/30/2015"
"ND","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","221","","07/01/2014","06/30/2015"
"NE","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","231","","07/01/2014","06/30/2015"
"NH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","300","","07/01/2014","06/30/2015"
"NJ","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","334","","07/01/2014","06/30/2015"
"NM","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","360","","07/01/2014","06/30/2015"
"NV","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","326","","07/01/2014","06/30/2015"
"NY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","377","","07/01/2014","06/30/2015"
"OH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","263","","07/01/2014","06/30/2015"
"OK","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","236","","07/01/2014","06/30/2015"
"OR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","248","","07/01/2014","06/30/2015"
"PA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","280","","07/01/2014","06/30/2015"
"PR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","331","","07/01/2014","06/30/2015"
"SC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","268","","07/01/2014","06/30/2015"
"SD","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","196","","07/01/2014","06/30/2015"
"TN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","249","","07/01/2014","06/30/2015"
"TX","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","274","","07/01/2014","06/30/2015"
"UT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","226","","07/01/2014","06/30/2015"
