ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,Year,ASC1_Measure_Rate,ASC1_Footnote,ASC2_Measure_Rate,ASC2_Footnote,ASC3_Measure_Rate,ASC3_Footnote,ASC4_Measure_Rate,ASC4_Footnote,ASC5_Measure_Rate,ASC5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC9_Footnote,ASC_10_rate,ASC10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date
Doctors Same Day Surgery,10C0001260,1396700159,Sarasota,FL,34233,2014,0.000,,0.000,,0.000,,0.719,,1000.0,,01/01/2014,12/31/2014,Yes,,2292,0,0,731,107,0,0,1410,44,,01/01/2014,12/31/2014,80.36,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Tallahassee Memorial Center for Pain Management,10C0001457,1396702528,Tallahassee,FL,32308,2014,0.000,,1.938,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2528,0,0,0,0,0,0,2528,0,,01/01/2014,12/31/2014,42.86,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Tampa Bay Surgery Center Associates, LTD.",10C0001442,1396796249,Tampa,FL,33607,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,2561,46,693,520,300,101,0,603,298,,01/01/2014,12/31/2014,87.50,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"The Surgical Center of The Treasure Coast, LLC",10C0001395,1407812860,Port St. Lucie,FL,34952,2014,0.000,,0.000,,0.000,,0.000,,996.06,,01/01/2014,12/31/2014,Yes,,1672,0,0,824,1,71,0,776,0,,01/01/2014,12/31/2014,63.04,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Eye Surgery & Laser Center,10C0001174,1407820962,Winter Haven,FL,33880,2014,0.000,,0.000,,0.000,,0.347,,,N/A (1),01/01/2014,12/31/2014,Yes,,6012,0,5991,0,21,0,0,0,0,,01/01/2014,12/31/2014,56.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Volusia,10C0001397,1407873292,Port Orange,FL,32129,2014,0.000,,0.000,,0.000,,0.462,,1000.0,,01/01/2014,12/31/2014,Yes,,10627,9177,521,481,120,0,0,328,0,,01/01/2014,12/31/2014,32.73,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Surgical Licensed Ward Partners LLP,10C0001210,1417041468,Orlando,FL,32806,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,2070,1665,0,151,61,0,0,193,0,,01/01/2014,12/31/2014,77.50,,2014/2015,79.12,,68.57,,01/01/2014,12/31/2014
Baptist Medical Park Surgery Center LLC,10C0001327,1417077090,Pensacola,FL,32514,2014,0.000,,0.000,,0.000,,0.451,,943.04,,01/01/2014,12/31/2014,Yes,,6509,3719,2068,278,40,0,0,397,7,,01/01/2014,12/31/2014,93.00,,2014/2015,93.94,,81.63,,01/01/2014,12/31/2014
Mid-Florida Endoscopy & Surgery Center LLC,10C0001547,1417190935,Ocala,FL,34471,2014,3.128,,0.523,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,4018,2688,1330,0,0,0,0,0,0,,01/01/2014,12/31/2014,27.78,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Alliance Surgical Center LLC,10C0001448,1417286428,Lake Mary,FL,32746,2014,1.294,,0.000,,0.000,,0.000,,986.84,,01/01/2014,12/31/2014,Yes,,2246,2021,4,39,2,67,0,113,0,,01/01/2014,12/31/2014,100.0,,2014/2015,9.98,,100.0,,01/01/2014,12/31/2014
Jupiter Outpatient Surgery Center LLC,10C0001360,1417903899,Jupiter,FL,33458,2014,0.000,,0.000,,0.000,,0.353,,1000.0,,01/01/2014,12/31/2014,Yes,,11230,4072,53,983,121,23,0,5978,0,,01/01/2014,12/31/2014,37.80,,2014/2015,70.71,,89.90,,01/01/2014,12/31/2014
Winter Park Surgery Center LP,10C0001194,1417912353,Winter Park,FL,32792,2014,0.000,,0.000,,0.000,,0.000,,998.48,,01/01/2014,12/31/2014,Yes,,9584,0,0,4275,13,0,0,4835,461,,01/01/2014,12/31/2014,79.14,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Clearwater Endoscopy Center,10C0001169,1417949280,Clearwater,FL,33756,2014,0.000,,0.000,,0.000,,4.551,,,N/A (5),01/01/2014,12/31/2014,Yes,,3709,3709,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,96.92,,98.63,,01/01/2014,12/31/2014
Delray Ambulatory Surgical & Laser Center,10C0001236,1417994856,Delray Beach,FL,33445,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,3667,387,2394,672,140,0,0,69,5,,01/01/2014,12/31/2014,24.44,,2014/2015,50.00,,34.92,,01/01/2014,12/31/2014
Outpatient Surgical Services,10C0001083,1427012202,Plantation,FL,33324,2014,0.000,,0.000,,0.000,,0.000,,992.86,,01/01/2014,12/31/2014,Yes,,13333,10382,400,777,52,731,18,778,195,,01/01/2014,12/31/2014,49.20,,2014/2015,13.54,,71.88,,01/01/2014,12/31/2014
Merritt Island Surgery Center,10C0001132,1437112455,Merritt Island,FL,32953,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,2961,0,178,1023,11,0,0,1691,58,,01/01/2014,12/31/2014,45.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Same Day Surgicenter of Orlando,10C0001032,1437113206,Orlando,FL,32806,2014,0.000,,0.786,,0.000,,0.000,,998.42,,01/01/2014,12/31/2014,Yes,,3056,93,502,670,64,885,10,820,12,,01/01/2014,12/31/2014,40.16,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Emerald Coast Surgery Center, LP",10C0001189,1437114378,Fort Walton Beach,FL,32547,2014,0.000,,0.000,,0.000,,1.840,,983.97,,01/01/2014,12/31/2014,Yes,,6677,3472,708,207,36,162,12,1771,309,,01/01/2014,12/31/2014,73.33,,2014/2015,62.50,,92.31,,01/01/2014,12/31/2014
Fort Myers Eye Surgery Center LLC,10C0001546,1437482924,Fort Myers,FL,33907,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1867,0,1867,0,0,0,0,0,0,,01/01/2014,12/31/2014,67.57,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Jacksonville Center for Endoscopy,10C0001389,1447226394,Jacksonville,FL,32256,2014,0.000,,0.000,,0.000,,1.049,,,N/A (5),01/01/2014,12/31/2014,Yes,,19048,19048,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,82.95,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
The Laser & Surgery Center,10C0001326,1447279369,Panama City,FL,32405,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3181,0,3181,0,0,0,0,0,0,,01/01/2014,12/31/2014,82.35,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Total Surgery Center,10C0001247,1447309018,Naples,FL,34102,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,741,0,0,673,0,0,0,68,0,,01/01/2014,12/31/2014,33.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Outpatient Surgery Center of Boca Raton,10C0001300,1457323107,Boca Raton,FL,33486,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2374,0,2341,0,33,0,0,0,0,,01/01/2014,12/31/2014,52.38,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Ocala LLC,10C0001246,1457354300,Ocala,FL,34474,2014,0.000,,0.000,,0.000,,0.889,,998.61,,01/01/2014,12/31/2014,Yes,,1652,0,161,740,15,736,0,0,0,,01/01/2014,12/31/2014,15.04,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Fleming Island Surgery Center,10C0001483,1457428005,Orange Park,FL,32003,2014,0.000,,0.000,,0.000,,0.635,,922.22,,01/01/2014,12/31/2014,Yes,,9015,6434,2136,280,22,60,0,59,24,,01/01/2014,12/31/2014,74.44,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"Gladiolus Surgery Center , LLC",10C0001372,1457448912,Fort Myers,FL,33908,2014,0.000,,0.000,,0.000,,3.012,,998.80,,01/01/2014,12/31/2014,Yes,,1632,47,3,662,65,636,0,167,52,,01/01/2014,12/31/2014,50.43,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Tampa Bay Surgery Center Associates LTD,10C0001166,1457451445,Tampa,FL,33618,2014,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,77.78,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Apollo Surgery Center LLC,10C0001540,1457502239,West Melbourne,FL,32904,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,56.67,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Parkcreek Surgery Center LLLP,10C0001486,1467405837,Coconut Creek,FL,33073,2014,0.000,,0.000,,0.000,,1.838,,1000.0,,01/01/2014,12/31/2014,Yes,,4877,1136,14,779,103,70,0,2767,8,,01/01/2014,12/31/2014,0.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Eyecare & Surgery Center of Fort Lauderdale,10C0001050,1467458281,Ft. Lauderdale,FL,33304,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,1032,0,1032,0,0,0,0,0,0,,01/01/2014,12/31/2014,54.05,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
North Florida Surgery Center,10C0001262,1467582437,Lake City,FL,32025,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3326,2685,641,0,0,0,0,0,0,,01/01/2014,12/31/2014,95.45,,2014/2015,85.64,,100.0,,01/01/2014,12/31/2014
Mnh GI Surgical Center LLC,10C0001303,1467601625,Maitland,FL,32751,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,7034,7034,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,58.97,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Premier Surgical Center LLC,10C0001557,1467783688,Tavares,FL,32778,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2255,2003,161,0,0,91,0,0,0,,01/01/2014,12/31/2014,66.67,,2014/2015,74.59,,89.93,,01/01/2014,12/31/2014
"Southpoint Surgery Center, LLC",10C0001479,1477500767,Jacksonville,FL,32216,2014,0.000,,0.000,,0.000,,0.767,,1000.0,,01/01/2014,12/31/2014,Yes,,10324,3342,5902,57,21,5,994,3,0,,01/01/2014,12/31/2014,56.91,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Palms West Surgicenter,10C0001470,1477503175,Loxahatchee,FL,33470,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,4608,3057,9,295,33,274,0,510,430,,01/01/2014,12/31/2014,35.05,,2014/2015,0.00,N/A (5),20.63,,01/01/2014,12/31/2014
Lakeside Surgery Center,10C0001284,1477507168,Orlando,FL,32803,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,29656,0,29656,0,0,0,0,0,0,,01/01/2014,12/31/2014,29.41,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
University Eye Surgery Center,10C0001308,1477526143,Ft. Myers,FL,33907,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1090,0,1090,0,0,0,0,0,0,,01/01/2014,12/31/2014,22.22,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Aventura,10C0001387,1477594422,Aventura,FL,33180,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,7435,5790,0,458,3,3,0,923,258,,01/01/2014,12/31/2014,31.79,,2014/2015,71.43,,74.60,,01/01/2014,12/31/2014
Key Biscayne Surgery Center LLC,10C0001556,1477876696,Key Biscayne,FL,33149,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,28.26,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Coral Gables LLC,10C0001211,1487627642,Coral Gables,FL,33134,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,7518,0,7518,0,0,0,0,0,0,,01/01/2014,12/31/2014,82.05,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Alpha Ambulatory Surgery Inc.,10C0001150,1487642195,Tallahassee,FL,32308,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Seascape Surgery Center LLC,10C0001526,1487824173,Tampa,FL,33647,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,977,0,35,1,941,0,0,0,0,,01/01/2014,12/31/2014,32.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Orange City Surgery Center,10C0001518,1487840740,Orange City,FL,32763,2014,0.000,,0.000,,0.000,,0.000,,960.00,,01/01/2014,12/31/2014,Yes,,14386,11235,2193,329,163,0,0,6,460,,01/01/2014,12/31/2014,44.19,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Take Shape Surgery Center LLC,10C0001452,1497704985,Plantation,FL,33317,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,99,0,0,0,99,0,0,0,0,,01/01/2014,12/31/2014,4.55,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Jacksonville Beach Surgery Center LP,10C0001349,1497723720,Jacksonville Beach,FL,32250,2014,0.000,,0.000,,0.000,,0.000,,918.03,,01/01/2014,12/31/2014,Yes,,3064,906,1592,160,25,8,0,303,70,,01/01/2014,12/31/2014,50.53,,2014/2015,95.24,,96.83,,01/01/2014,12/31/2014
Mid Florida Surgery Center,10C0001154,1497728984,Mt. Dora,FL,32757,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2845,0,2842,0,3,0,0,0,0,,01/01/2014,12/31/2014,75.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Central Florida Cataract and Laser Surgery Center, Inc.",10C0001005,1508063884,Deland,FL,32720,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Eye Specialists Laser & Surgery Center Inc,10C0001554,1508182577,Fort Myers,FL,33907,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,3854,0,3854,0,0,0,0,0,0,,01/01/2014,12/31/2014,71.74,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Bradenton Surgery Center Inc,10C0001242,1508822685,Bradenton,FL,34209,2014,0.569,,0.000,,0.000,,1.706,,,N/A (1),01/01/2014,12/31/2014,Yes,,4182,4182,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,45.95,,2014/2015,81.25,,87.30,,01/01/2014,12/31/2014
"Manatee Surgical Center, LLC",10C0001325,1508857871,Bradenton,FL,34205,2014,0.000,,0.000,,0.358,,0.000,,985.15,,01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,50.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Manatee Surgical Center, LLC",10C0001478,1508857871,Bradenton,FL,34205,2014,0.000,,0.000,,0.358,,0.000,,985.15,,01/01/2014,12/31/2014,Yes,,8315,6603,1005,9,88,0,0,71,539,,01/01/2014,12/31/2014,5.36,,2014/2015,89.90,,98.99,,01/01/2014,12/31/2014
West Florida Surgery Center Inc,10C0001003,1508879446,Bradenton,FL,34209,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,Yes,,481,481,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,74.49,,66.67,,01/01/2014,12/31/2014
Ambulatory Ankle & Foot Center of Fl,10C0001140,1508887704,Orlando,FL,32806,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,1145,0,0,1021,124,0,0,0,0,,01/01/2014,12/31/2014,74.42,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Palm Endoscopy Center,10C0001382,1518155811,Altamonte Springs,FL,32701,2014,0.825,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,7411,7411,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,30.00,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Santa Fe Surgery Center LLC,10C0001562,1518264332,Lady Lake,FL,32162,2014,0.000,,0.000,,0.000,,0.000,,990.48,,01/01/2014,12/31/2014,Yes,,4092,0,2723,175,839,0,0,355,0,,01/01/2014,12/31/2014,43.18,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Countryside Surgery Center,10C0001159,1518920040,Clearwater,FL,33761,2014,0.000,,0.000,,0.000,,0.000,,993.13,,01/01/2014,12/31/2014,Yes,,5530,2371,1326,1169,55,19,0,87,503,,01/01/2014,12/31/2014,59.79,,2014/2015,73.02,,48.96,,01/01/2014,12/31/2014
Bonita Springs Health Center,10C0001344,1518955897,Bonita Springs,FL,34135,2014,0.000,,0.000,,0.000,,1.495,,978.26,,01/01/2014,12/31/2014,Yes,,2995,1470,548,205,54,0,0,696,22,,01/01/2014,12/31/2014,86.51,,2014/2015,85.71,,93.33,,01/01/2014,12/31/2014
Atlantic Surgery Center Inc,10C0001218,1518976661,Daytona Beach,FL,32114,2014,0.000,,0.000,,0.000,,0.755,,891.32,,01/01/2014,12/31/2014,Yes,,4689,54,924,35,19,3181,259,163,54,,01/01/2014,12/31/2014,41.86,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Bay Area Physicians Surgery Center,10C0001495,1528176765,Riverview,FL,33578,2014,0.000,,0.000,,0.000,,2.683,,1000.0,,01/01/2014,12/31/2014,Yes,,8316,6837,81,376,9,456,10,140,407,,01/01/2014,12/31/2014,82.76,,2014/2015,43.28,,29.73,,01/01/2014,12/31/2014
Speciality Surgery of Ocala LLC,10C0001138,1538119185,Ocala,FL,34473,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,26.92,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Kissimmee Surgery Center,10C0001131,1538122684,Kissimmee,FL,34741,2014,0.000,,0.000,,0.000,,0.000,,963.19,,01/01/2014,12/31/2014,Yes,,6788,3798,532,650,25,108,0,1639,36,,01/01/2014,12/31/2014,41.61,,2014/2015,74.60,,100.0,,01/01/2014,12/31/2014
Citrus Regional Surgery Center LP,10C0001204,1538124490,Lecanto,FL,34461,2014,0.000,,0.000,,0.000,,0.456,,993.55,,01/01/2014,12/31/2014,Yes,,3566,625,1434,1263,4,0,0,198,42,,01/01/2014,12/31/2014,45.83,,2014/2015,7.14,,20.75,,01/01/2014,12/31/2014
Winter Haven Ambulatory Surgical Center LLC,10C0001293,1538126362,Winter Haven,FL,33881,2014,0.000,,0.000,,0.000,,0.000,,988.89,,01/01/2014,12/31/2014,Yes,,10267,4283,0,1012,387,16,0,3888,681,,01/01/2014,12/31/2014,91.84,,2014/2015,96.88,,100.0,,01/01/2014,12/31/2014
Kendall Endoscopy & Surgery Center,10C0001388,1538153994,Miami,FL,33156,2014,0.000,,0.000,,0.000,,1.733,,,N/A (5),01/01/2014,12/31/2014,Yes,,6595,6595,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,46.51,,2014/2015,77.08,,87.50,,01/01/2014,12/31/2014
Coastal Medical Center LLC,10C0001343,1538231956,Sarasota,FL,34237,2014,0.000,,0.000,,0.000,,0.000,,988.93,,01/01/2014,12/31/2014,Yes,,1836,0,0,0,0,1836,0,0,0,,01/01/2014,12/31/2014,92.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
The Outpatient Center of Boynton Beach LTD,10C0001576,1538461348,Boynton Beach,FL,33435,2014,0.347,,0.000,,0.000,,0.000,,655.17,,01/01/2014,12/31/2014,Yes,,13932,13430,0,0,502,0,0,0,0,,01/01/2014,12/31/2014,26.72,,2014/2015,22.92,,58.33,,01/01/2014,12/31/2014
Gulfshore Endoscopy Inc,10C0001255,1548217128,Naples,FL,34102,2014,0.000,,0.000,,0.000,,0.518,,,N/A (1),01/01/2014,12/31/2014,Yes,,3961,3961,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,56.25,,2014/2015,87.28,,39.69,,01/01/2014,12/31/2014
St. Augustine Surgery Center,10C0001286,1548224041,St. Augustine,FL,32086,2014,0.000,,0.000,,0.000,,1.717,,988.64,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Live Oak Endoscopy Center, LLC",10C0001380,1548254402,Vero Beach,FL,32960,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,3808,3808,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,62.07,,2014/2015,26.40,,52.17,,01/01/2014,12/31/2014
"Eye Institute Surgery Center, LLC",10C0001441,1548274061,Melbourne,FL,32904,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3838,0,3838,0,0,0,0,0,0,,01/01/2014,12/31/2014,81.48,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Miami Kendall Fl Endoscopy ASC LLC,10C0001555,1548414816,Miami,FL,33173,2014,0.000,,1.287,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,12915,12915,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,59.32,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Melbourne Surgery Center LP,10C0001256,1558323956,Melbourne,FL,32901,2014,0.000,,0.000,,0.000,,1.914,,992.23,,01/01/2014,12/31/2014,Yes,,2468,117,474,881,22,33,0,804,137,,01/01/2014,12/31/2014,63.89,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Holiday Surgery Center Limited Partnership L L P,10C0001084,1558372029,Holiday,FL,34691,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,695,0,695,0,0,0,0,0,0,,01/01/2014,12/31/2014,42.11,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Atlantis LLC,10C0001431,1558564344,Lake Worth,FL,33463,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,10538,9159,0,0,0,0,0,1379,0,,01/01/2014,12/31/2014,72.88,,2014/2015,69.79,,73.96,,01/01/2014,12/31/2014
Orange City Surgical LLC,10C0001509,1558580910,Orange City,FL,32763,2014,0.000,,0.000,,0.000,,0.000,,991.30,,01/01/2014,12/31/2014,Yes,,3080,239,734,548,5,2,0,1547,5,,01/01/2014,12/31/2014,21.52,,2014/2015,100.0,,66.67,,01/01/2014,12/31/2014
Tavares Surgery LLC,10C0001575,1558618116,Tavares,FL,32778,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,4984,4984,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,77.27,,2014/2015,2.08,,89.58,,01/01/2014,12/31/2014
"Rosato Plastic Surgery Center, Inc",10C0001301,1568408060,Vero Beach,FL,32960,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,122,0,4,1,117,0,0,0,0,,01/01/2014,12/31/2014,0.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Orange Park Surgery Center,10C0001171,1568426336,Orange Park,FL,32073,2014,0.000,,0.000,,0.000,,2.364,,984.85,,01/01/2014,12/31/2014,Yes,,2052,1377,64,276,5,57,1,172,100,,01/01/2014,12/31/2014,96.10,,2014/2015,37.50,,36.46,,01/01/2014,12/31/2014
"Florida Endoscopy & Surgery Center, LLC",10C0001333,1568437820,Brooksville,FL,34613,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,8584,5943,0,7,0,531,436,1667,0,,01/01/2014,12/31/2014,44.83,,2014/2015,78.87,,56.80,,01/01/2014,12/31/2014
Eye Associates Surgery Center,10C0001061,1568460889,Bradenton,FL,34209,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,9000,0,8500,0,500,0,0,0,0,,01/01/2014,12/31/2014,10.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Suncoast Surgery Institute,10C0001078,1568556488,Hudson,FL,34667,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2471,0,2471,0,0,0,0,0,0,,01/01/2014,12/31/2014,96.15,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Villages Endoscopy & Surgical Center LLC,10C0001423,1568674281,Summerfield,FL,34491,2014,0.331,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,7516,7516,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,40.00,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Clermont Ambulatory Surgical Center,10C0001458,1578508875,Clermont,FL,34711,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,4983,3970,409,373,33,97,55,46,0,,01/01/2014,12/31/2014,19.30,,2014/2015,0.00,N/A (5),7.77,,01/01/2014,12/31/2014
Rand Surgical Pavilion Corp,10C0001147,1578515995,Pompano Beach,FL,33064,2014,0.618,,0.000,,0.000,,0.000,,0.00,,01/01/2014,12/31/2014,Yes,,2826,0,2792,0,34,0,0,0,0,,01/01/2014,12/31/2014,50.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Gastrointestinal Center of Hialeah Inc,10C0001137,1578525853,Hialeah,FL,33012,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,6775,6775,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,7.41,,2014/2015,76.00,,59.00,,01/01/2014,12/31/2014
